Country,DHScode,FIPScode,ISOcode,SurveyYear,SurveyType,CHDIATCORT,CHVACCCBAS,CMECMRCIMR,CMECMRCU5M,CNBFDRCMDE,CNNUTSCHA2,CNNUTSCWA2,CNNUTSCWH2,EDEDUCWSEH,EDLITRWLIT,FEFRTRWTFR,FGPFCCWWCC,FPCUSMWANY,FPCUSMWMOD,FPNADMWPDM,FPNADMWUNT,HACPHTMT1R,HACPHTWT1R,HAHIVPBHIV,HAHIVPMHIV,HAHIVPWHIV,HCELECHELC,MAAAFMWM2B,MLNETCCITN,MMMMROWMMR,MMMMROWPMR,RHDELPCDHF,SXAAFSWM2B
Sierra Leone,SL,SL,,2019,DHS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
